Question,Answer A,Answer B,Answer C,Answer D,Answer E
L'urina è composta:,dal 95% di acqua,dal 5% di acqua,dal 25% di acqua,dal 50% di acqua,dal 1% di acqua
Quante sono le classi di virus secondo la classificazione di Baltimore?,7,6,5,8,9
Quale sequenza segnale è tipicamente presente all'inizio di un gene e consente l'inizio della trascrizione?,Promotore,Sequenza terminatrice,Enhancer,Introne,Esone
Come viene chiamato il processo di lisi cellulare in seguito all'esposizione ad una soluzione ipotonica?,Lisi osmotica,Lisi Meccanica,Lisi Chimica,Lisi enzimatica,Non avviene nessuna lisi
Quale delle seguenti NON modifica le frequenze alleliche in una popolazione?,Crossing over,Mutazione,Flusso genico,Deriva genetica,Selezione naturale
Quale frase NON è corretta riguardo ai neuroni?,Si trovano solo nel cervello e nel midollo spinale,Sono la struttura di base del sistema nervoso,Trasmettono segnali attraverso sinapsi chimiche,Sono cellule specializzate che conducono gli impulsi nervosi,Presentano il pirenoforo
Che cosa succede durante la fase S del ciclo cellulare di una cellula eucariote?,Duplicazione del DNA,La cellula raddoppia le proprie dimensioni,La cellula dimezza le proprie dimensioni,La cellula completa il processo di crescita e formazione degli organelli,Duplicazione dell'RNA
"Nel sistema di scambio in controcorrente, quale sostanza viene scambiata tra gli arti ascendenti e discendenti dell'ansa di Henle?",Acqua,Ioni di sodio,Urea,Glucosio,Saccarosio
Quale classe di anticorpi è principalmente coinvolta nelle reazioni allergiche?,IgE,IgA,IgM,IgG,IgD
Quale frase NON è corretta riguardo al sistema nervoso autonomo (SNA)?,Trasmette informazioni sensoriali dal corpo al SNC,Controlla le funzioni corporee involontarie,Regola la frequenza cardiaca e la digestione,È suddiviso in simpatico e parasimpatico,Controlla la frequenza respiratoria
Quale frase è corretta riguardo alle ghiandole riproduttive del sistema endocrino?,Producono ormoni sessuali coinvolti nella riproduzione,Producono ormoni che controllano il bilancio idrico dell'organismo,Regolano principalmente la risposta dell'organismo allo stress,Sono responsabili della produzione degli ormoni della crescita,Producono FSH e LH
"L'incontinentia pigmenti è un disturbo X-linked dominante caratterizzato da anomalie cutanee. Se una donna portatrice di incontinentia pigmenti ha una figlia femmina con un uomo non affetto, qual è la probabilità in percentuale che la figlia abbia l'incontinentia pigmenti?",0.5,0.75,0.25,1,0
"In un incrocio diibrido AaBb x AaBb, se i geni si trovano su cromosomi diversi e sono completamente indipendenti quanti fenotipi diversi ci si aspetta?",4,16,9,3,8
Quale tipo di cellula costituisce tutti i tessuti e organi di un organismo e non è coinvolta direttamente nella trasmissione del materiale genetico?,Cellula somatica,Cellula germinale,Cellula batterica,Cellula virale,Plancton
Quale di queste malattie genetiche è caratterizzata da anomalie nel metabolismo degli amminoacidi?,Fenilchetonuria,Fibrosi cistica,Emofilia,Talassemia,Sindrome di Down
Lo sperma ha un pH compreso tra:,"7,2 e 8,4","2,1 e 3","5 e 4,3","11,2 e 12,5","13,7 e 14"
Quale malattia genetica è causata dalla presenza di un cromosoma extra nella coppia 21?,Sindrome di Down,Anemia falciforme,Fibrosi cistica,Talassemia,Distrofia muscolare
L'ormone EPO:,è prodotto dai reni,è prodotto dalla stomaco,non viene prodotto dalla specie umana,è prodotto dalla tiroide,è prodotto dal pancreas
L'ovoviviparità:,è un tipo di riproduzione in cui le uova sono incubate e si schiudono nell'organismo materno,è un tipo di riproduzione in cui lo sviluppo embrionale avviene all'interno dell'organismo materno,è un tipo di riproduzione in cui le femmine depongono uova fecondate la cui crescita embrionale termina al di fuori dell'organismo materno,è un tipo di riproduzione in cui un individuo si divide in numerose parti ciascuna delle quali dà origine ad un nuovo organismo,è un tipo di riproduzione in cui il nuovo individuo si sviluppa sul corpo del genitore e si stacca solo dopo essersi completamente formato.
La regolazione dei punti di controllo del ciclo cellulare avviene ad opera di quale classe di proteine?,Cicline,Elicasi,Topoisomerasi,Ligasi,Transferasi
Quale struttura dell'orecchio è responsabile della traduzione delle onde sonore in segnali nervosi?,Coclea,Timpano,Incudine,Staffa,Martello
Quale parte dell'occhio è responsabile del processo di accomodamento?,Cristallino,Pupilla,Iride,Sclera,Cornea
Quale dei seguenti è un esempio di evoluzione convergente?,Lo sviluppo di strutture alari simili nei pipistrelli e negli uccelli,L'evoluzione di diverse forme di becco in diverse specie di uccelli,L'evoluzione indipendente del volo nei pipistrelli e negli uccelli,La diversificazione dei fringuelli di Darwin nelle isole Galapagos,Nessuna delle altre alternative è corretta
Da quante cavità è formato il cuore umano?,Quattro cavità di cui due atri e due ventricoli,Quattro ventricoli,Quattro atri,Quattro cavità di cui un atrio e tre ventricoli,Quattro cavità di cui tre atri e un ventricoli
"Nell'immagine, la fase G1 è rappresentata da quale parte numerata del ciclo?
",I e V,II e IV,Solo V,Solo III,Solo IV
Come si chiama la membrana che si trova nel fondo del canale uditivo esterno?,Timpano,Meninge,Pericardio,Peritoneo,Pleura
Che tipo di tessuto muscolare costituisce la vescica?,Tessuto muscolare liscio,Tessuto muscolare striato involontario,Tessuto muscolare striato volontario,Tessuto adiposo,Tessuto connettivo
"Le cellule staminali emopoietiche, avendo la capacità di differenziarsi in tutti i tipi di cellule del sangue, a quale tipologia appartengono?",Multipotenti,Oligopotenti,Pluripotenti,Totipotenti,Unipotenti
L'enzima chiamato DNA polimerasi gamma è presente dove nelle cellule eucariotiche?,Nei mitocondri,Nei cloroplasti,Nei ribosomi,Nelle vescicole,Nei lisosomi
A partire dalla valvola ileocecale come si divide l'intestino grasso?,"Cieco, colon ascendente, colon trasverso, colon discendente, sigma e retto","Cieco, colon trasverso, colon discendente, colon ascendente, sigma e retto","Cieco, sigma, retto, colon trasverso, colon discendente e colon ascendente","Cieco, colon ascendente, colon discendente, sigma, colon trasverso e retto","Cieco, colon trasverso, colon ascendente, colon discendente, sigma e retto"
Quale frase è corretta riguardo alla funzione dei nucleotidi?,Possono essere i precursori di molti coenzimi come NAD e FAD,Forniscono supporto strutturale alle cellule,Regolano l'espressione genica,Catalizzano reazioni biochimiche,Si trovano nei lisosomi
Quale tra quelli elencati è il neurotrasmettitore che regola sonno e umore?,Serotonina,Noradrenalina,Dopamina,Acetilcolina,Adenosina
"La fibrosi cistica è un esempio di malattia autosomica recessiva. Se due portatori (eterozigoti) di fibrosi cistica hanno un figlio, qual è la probabilità che il bambino ne sia affetto?",0.25,0.75,1,0,0.5
Quanti sono i livelli di potenza delle cellule staminali?,4,3,5,6,2
"Nell'immagine con quale numero viene rappresentata la sintesi del DNA?
",II,IV,V,III,I
Quale tra i seguenti tipi di RNA ha la funzione di costituire i Ribosomi?,rRNA,mRNA,RNAi,tRNA,snRNA
L'ormone che stimola la tiroide a produrre gli ormoni T3 e T4 è detto:,TSH,ACTH,LH,GH,MSH
Quale delle seguenti informazioni sul liquido pleurico NON è corretta?,Non è necessario per il corretto funzionamento dei polmoni,È presente tra i due foglietti sierosi che costituiscono la pleura,Funge da lubrificante,Viene continuamente filtrato e riassorbito,Ha una composizione simile al plasma
Quale frase è corretta riguardo alla funzione del reticolo endoplasmatico liscio (REL)?,Sintetizza i lipidi ed è coinvolto nella detossificazione dei farmaci,È responsabile dell'immagazzinamento dell'acqua e degli ioni,È coinvolto nella fotosintesi,E' la sede della sintesi proteica,Controlla la divisione e la replicazione cellulare
Quale delle seguenti NON è una fase del ciclo cellulare?,G3,M,S,G1,G2
Che cosa succede durante la fase G1 del ciclo cellulare della cellula eucariote?,La cellula raddoppia le proprie dimensioni,La cellula dimezza le proprie dimensioni,Duplicazione del DNA,Replicazione del DNA,La cellula completa il processo di crescita e formazione degli organelli
Quale tra i diversi enzimi elencati ha la funzione di regolare la torsione del DNA durante il processo di trascrizione?,Topoisomerasi,Ligasi,Primasi,Elicasi,Polimerasi
La distrofia muscolare di Becker (BMD) è una patologia recessiva legata all'X che presenta analogie con la distrofia muscolare di Duchenne (DMD). La malattia si manifesta con maggior probabilità:,nei maschi,nelle femmine,nelle femmine XXX,nei maschi XXY,nei maschi Y0
Come viene definita la struttura del DNA in cui sono presenti geni altamente espressi?,Eucromatina,Eterocromatina,Enhancer,Silencer,Promotore
I caratteri autosomici dominanti si esprimono quando:,almeno uno degli alleli è dominante,entrambi gli alleli sono recessivi,almeno uno degli alleli è recessivo,un allele è recessivo e l'altro è mancante,entrambi gli alleli sono legati al sesso
"Se una persona affetta da un disturbo autosomico recessivo ha un figlio con un individuo non affetto, qual è la probabilità che il figlio erediti l'allele recessivo?",1,0,0.75,0.5,0.25
L'ereditarietà dei caratteri autosomici dominanti non salta le generazioni perché:,i caratteri sono sempre espressi,i caratteri sono più comuni nei maschi,i caratteri sono più comuni nelle femmine,i caratteri hanno un'espressività variabile,i caratteri sono poco espressi
"Lo ""scorbuto"" è una malattia causata da quale deficit vitaminico?",Della vitamina C,Della vitamina A,Della vitamina E,Della vitamina K,Della vitamina D
Quale frase NON è corretta riguardo alla replicazione del DNA?,La DNA polimerasi sintetizza nuovi filamenti di DNA in direzione 3' - 5',La replicazione del DNA è un processo semi-conservativo,Avviene durante la fase S del ciclo cellulare,"Il filamento guida viene sintetizzato in modo continuo, mentre il filamento lento viene sintetizzato in modo discontinuo",La DNA polimerasi si lega ad un primer di RNA per iniziare la polimerizzazione
Quale dei seguenti NON è un tipo di mutazione genetica?,Trascrizione,Trasversione,Inserzione,Delezione,Duplicazione
Quale frase NON è corretta riguardo alla locomozione dei vertebrati?,Tutti i vertebrati si muovono strisciando sulla pancia,I vertebrati presentano diversi modi di locomozione,Possono avere diversi tipi di appendici,I vertebrati possono adattare la loro locomozione a diversi ambienti,"La locomozione dei vertebrati può essere mista, quindi per esempio possono sia camminare, sia nuotare"
Quale frase NON è corretta riguardo alla respirazione dei vertebrati?,Tutti i vertebrati respirano esclusivamente attraverso i polmoni,"I vertebrati possono respirare attraverso le branchie, i polmoni o la pelle",Ottengono ossigeno dall'ambiente e rilasciano anidride carbonica,La respirazione nei vertebrati è facilitata da organi respiratori specializzati,I pesci respirano attraverso le branchie
"Il mesoderma è il foglietto embrionale da cui hanno origine molti tessuti, eccetto uno tra quelli elencati, di quale si tratta?",Il rivestimento interno dell'apparato respiratorio,Il tessuto scheletrico,Il tessuto muscolare,L'apparato escretore,L'apparato circolatorio
Quale dei seguenti NON è un ormone peptidico?,L'estradiolo,L'ormone della crescita,L'eritropoietina,La corticotropina,L'insulina
"La riproduzione assesuata può avvenire per scissione binaria, quando:",una cellula madre si divide simmetricamente in due cellule figlie più piccole di eguali dimensioni,il nuovo individuo si sviluppa sul corpo del genitore e si stacca solo dopo essersi completamente formato,un individuo si divide in numerose parti ciascuna delle quali dà origine ad un nuovo organismo,l'embrione si sviluppa fuori dal corpo della madre,l'embrione si sviluppa all'interno del corpo della madre
L'aorta riceve il sangue direttamente:,dal ventricolo sinistro,dal ventricolo destro,dall'atrio destro,dall'atrio sinistro,da entrambi gli atri
Ventitré è il numero di coppie di cromosomi di quale dei seguenti organismi superiori?,Uomo,Gatto,Cane,Pesce rosso,Gallina
"Quale strato germinale dà origine ai muscoli, alle ossa e al sistema circolatorio?",Mesoderma,Ectoderma,Epidermide,Endoderma,Derma
La legge della segregazione di Mendel afferma che:,"quando un individuo produce gameti, gli alleli di un gene si separano, cosicché ciascun gamete riceve soltanto una copia",gli individui ibridi della generazione F1 manifestano solo uno dei tratti presenti nella generazione parentale,gli individui ibridi della generazione F1 manifestano tutti i tratti presenti nella generazione parentale,ciascun gamete riceve le due copie di un gene (cioè gli alleli),da un incrocio diibrido si ottengono quattro fenotipi in rapporto di 9:3:3:1
Quale frase NON è corretta riguardo al sistema nervoso centrale (SNC)?,Controlla i movimenti volontari,È costituito dall'encefalo e dal midollo spinale,È responsabile dell'elaborazione e dell'integrazione delle informazioni,È protetto dal cranio e dalla colonna vertebrale,Controlla il linguaggio
Quale frase NON è corretta riguardo alla sintesi proteica?,Nei procarioti i geni sono discontinui,I ribosomi sono costituiti da rRNA (RNA ribosomiale) e proteine,"Il codice genetico è universale, cioè gli stessi codoni specificano gli stessi amminoacidi in tutti gli organismi",La traduzione avviene nel citoplasma,Il codone d'inizio AUG codifica per la metionina
Quale frase è corretta riguardo alla funzione del perossisoma?,Disintossica le sostanze nocive,Produce energia per la cellula,Sintetizza le proteine,Sintetizza glicogeno,Partecipa alla divisione cellulare
Dove ha origine il battito cardiaco?,Nodo senoatriale,Fascio di His,Fibre di Purkinje,Nodo atrio - ventricolare,Ansa di Henle
Quale zucchero viene utilizzato come forte di energia chimica dagli spermatozoi?,Fruttosio,Maltosio,Galattosio,Amido,Lattosio
Quale frase NON è corretta riguardo al sistema nervoso?,Secerne ormoni nel flusso sanguigno,"È composto dal cervello, dal midollo spinale e dai nervi",È responsabile della trasmissione dei segnali elettrici nel corpo,Controlla le funzioni corporee volontarie e involontarie,Presenta cellule dette neuroni
Quale frase NON è corretta riguardo al sistema nervoso periferico (SNP)?,È responsabile dell'elaborazione e dell'integrazione delle informazioni,È costituito da nervi che collegano il SNC al resto del corpo,Trasmette informazioni sensoriali al SNC,È suddiviso in sistema nervoso somatico e autonomo,Il SNA è diviso in simpatico e parasimpatico
La riproduzione per gemmazione avviene quando:,da qualsiasi parte del corpo del genitore si formano una o più gemme che poi si distaccano originando un nuovo individuo,un organismo si divide e da' origine due individui di dimensioni simili,un individuo si divide in numerose parti ciascuna delle quali dà origine ad un nuovo organismo,"avvengono ripetute divisioni nucleari in seguito alle quali, intorno a ogni nucleo, si forma una nuova cellula figlia",l'embrione si sviluppa all'interno del corpo della madre ma senza scambio di nutrimenti
"Quale, tra le seguenti strutture genomiche ha la funzione di proteggere l'integrità strutturale dei cromosomi durante la replicazione?",Telomeri,Trasposoni,Alleli,Cromatina,Loops di DNA
"Lo stomaco produce uno dei seguenti ormoni, quale?",La grelina,La prolattina,L'ossitocina,L'aldosterone,Il cortisolo
La terza legge di Mendel afferma che:,"durante la formazione dei gameti, geni diversi si distribuiscono l'uno indipendentemente dall'altro",gli individui ibridi della generazione F1 manifestano solo uno dei tratti presenti nella generazione parentale,gli individui ibridi della generazione F1 manifestano tutti i tratti presenti nella generazione parentale,da un incrocio diibrido si ottengono individui che presenta solo il carattere dominante,da un incrocio diibrido si ottengono tre fenotipi in rapporto di 1:1:1
Dove si trova il poligono di Willis?,Encefalo,Cuore,Fegato,Polmoni,Milza
Quale delle seguenti affermazioni sulle meningi è ERRATA?,Costituiscono la guaina delle fibre nervose,Avvolgono l'encefalo,Sono tre membrane sovrapposte,"Sono anche note come dura madre, aracnoide e pia madre",Sono composte essenzialmente da tessuto connettivo
Quale frase NON è corretta riguardo alla diversità dei vertebrati?,Tutti i vertebrati possiedono le stesse strategie riproduttive,"I vertebrati comprendono una vasta gamma di specie, dalle minuscole rane alle enormi balene","Presentano diversi adattamenti a diverse nicchie ecologiche, come deserti, foreste e oceani",I vertebrati si trovano in tutti i continenti e in diversi climi,Le strategie riproduttive dei vertebrati si diversificano in base all'ambiente in cui vivono
Quale tipo di cellula è coinvolto nella riproduzione sessuale ed è coinvolta direttamente nella trasmissione del materiale genetico?,Cellula germinale,Cellula somatica,Cellula batterica,Cellula virale,Plancton
Dove si trovano le cellule di Leydig?,Nel testicolo,Nello stomaco,Nel fegato,Nell'intestino tenue,Nel pancreas
Quale frase è corretta riguardo alla funzione dei mitocondri?,Producono energia attraverso la respirazione cellulare,Sono la sede della sintesi proteica,Immagazzinano granuli di amido,Sono coinvolti nei processi di detossificazione,Intervengono nella fagocitosi
Quale è il corretto percorso dell'aria durante l'inspirazione?,"Naso, faringe, laringe, trachea e bronchi","Naso, laringe, trachea, faringe e bronchi","Naso, faringe, trachea, laringe e bronchi","Naso, trachea, faringe, laringe e bronchi","Naso, trachea, laringe, faringe e bronchi"
Come viene definito quel processo attraverso cui l'informazione genetica del DNA viene copiata in una molecola di RNA?,Trascrizione,Traduzione,Replicazione,Scissione binaria,Coniugazione
"Nel sistema di classificazione gerarchica degli organismi, ogni Famiglia viene suddiviso in:",Generi,Classi,Ordini,Famiglie,Specie
Quali strutture compongono il tronco encefalico?,"Mesencefalo, ponte e midollo allungato",Talamo e ipotalamo,Ipofisi e amigdala,Ipotalamo e midollo allungato,Amigdala e talamo
Quale frase è corretta riguardo all'ipotalamo?,Funge da collegamento tra il sistema nervoso e quello endocrino,È una ghiandola endocrina responsabile della produzione di insulina,Produce ormoni che regolano i livelli di zucchero,Controlla la risposta dell'organismo allo stress,Produce prolattina
Quale frase è corretta riguardo al ruolo del citoscheletro?,Fornisce supporto strutturale e aiuta a mantenere la forma della cellula,Immagazzina informazioni genetiche,Produce energia per la cellula,Sintetizza i lipidi,Interviene nella duplicazione del DNA
La colorazione di Gram in microbiologia è una tecnica di colorazione differenziale utilizzata per distinguere i batteri in base a cosa?,Alla parete cellulare,Al nucleo,Al DNA,Alle proteine di superficie,All'RNA
Quale dei seguenti è un esempio di epistasi recessiva?,Colore del pelo nei cani Labrador Retriever,Albinismo negli esseri umani,Gruppi sanguigni negli esseri umani,Colore dei fiori (in cui il colore rosso è dominante rispetto al bianco),Colore della zucca (in cui il colore bianco è dominante rispetto al verde)
Quali delle seguenti cellule possono secernere testosterone?,Cellule di Leydig,Cellule alfa,Cellule principali,Cellule parietali,Cellule beta
Che cosa sono i trasposoni?,"Sono elementi di DNA definito mobile, ovvero sequenze di acidi nucleici in grado di spostarsi autonomamente da una parte all'altra del genoma","Sono elementi di DNA definito immobile, ovvero sequenze di acidi nucleici in grado di non farsi spostare nonostante le forze esterne","Sono elementi di DNA definito mobile, ovvero sequenze di acidi proteici in grado di spostarsi autonomamente da una parte all'altra del genoma","Sono elementi di RNA definito mobile, ovvero sequenze di acidi nucleici in grado di spostarsi autonomamente da una parte all'altra del genoma","Sono elementi di DNA definito mobile, ovvero sequenze di acidi nucleici in grado di spostarsi autonomamente da un genoma all'altro"
Quale frase è corretta riguardo alla struttura di una cellula procariotica?,Possiede una parete cellulare,È priva di membrana cellulare,Contiene organuli legati alla membrana,Ha un nucleo,Ha 46 cromosomi lineari
Studiando la pianta del pisum sativum Mendel formulò:,tre leggi della genetica classica,due leggi della genetica classica,quattro leggi della genetica classica,l'unica legge della genetica classica,cinque leggi della genetica classica
"Le meningi sono disposte concentricamente e sono denominate, dall'esterno verso l'interno:","dura madre, aracnoide e pia madre","aracnoide, dura madre e pia madre",aracnoide e pia madre,aracnoide e dura madre,pia madre e dura madre
Quale delle seguenti ghiandole produce il paratormone?,Paratiroidi,Ghiandole surrenali,Gonadi,Epifisi,Ipofisi
Quale tra i seguenti è il substrato del Ciclo di Krebs?,Acetil-CoA,Glucosio,Dopamina,ATP,Lattato
Cosa si verifica nel nostro organismo successivamente all'esposizione con un antigene?,Risposta immunitaria,Risposta infiammatoria,Proliferazione cellulare,Perossidazione lipidica,Produzione di radicali liberi
La sindrome di Marfan è una malattia autosomica dominante caratterizzata da:,alta statura e arti lunghi,bassa statura e arti corti,aumento della massa muscolare,ossa fragili e bassa statura,danni renali e ossa fragili
Quale delle seguenti affermazioni sulla mielina è corretta?,Costituisce la guaina delle fibre nervose,Avvolge l'encefalo,È formata da tre membrane sovrapposte,È prodotta dalla midollare del surrene,È un ormone che regola il ritmo circadiano
Quante sono le vertebre toraciche?,12,7,5,4,18
"Quale, tra le fasi elencate, presenta uno dei checkpoint del ciclo cellulare?",Fase G2,Fase G0,Pachitene,Citodieresi,Telofase
Come viene definita la struttura del DNA in cui sono presenti geni inespressi?,Eterocromatina,Eucromatina,Enhancer,Silencer,Promotore
Quale frase NON è corretta riguardo alla replicazione del DNA?,La replicazione del DNA è conservativa,La replicazione del DNA è un processo guidato da enzimi,La DNA polimerasi corregge gli errori durante la replicazione,I telomeri sono regioni di DNA ripetitivo alle estremità dei cromosomi,La replicazione del DNA avviene nel nucleo delle cellule eucariotiche
Quale frase è corretta riguardo al ruolo dei carboidrati nelle cellule?,Sono la prima fonte di riserva energetica,Costituiscono la struttura di cellule e tessuti,Servono come fonte primaria di informazioni genetiche,Regolano le reazioni metaboliche nelle cellule,Catalizzano le reazioni chimiche nelle cellule
I caratteri dominanti X-linked si osservano più comunemente:,nelle femmine,nei maschi,sia nei maschi sia nelle femmine in egual misura,solo in alcuni gruppi etnici,solo in zone malariche
"Alleli di un gene, che si esprimono completamente e in modo evidente nel fenotipo di un individuo eterozigote, sono detti:",codominanti,associati,epistatici,ipostatici,complementari
"Nell'immagine, la mitosi è rappresentata da quale parte numerata del ciclo?
",IV,I,II,III,V
Quale frase NON è corretta riguardo al clonaggio genico?,La reazione a catena della polimerasi (PCR) è un metodo comunemente utilizzato per clonare le cellule e amplificarle,Il clonaggio genico è una tecnica utilizzata per produrre copie multiple di una specifica sequenza di DNA,I plasmidi sono comunemente utilizzati come vettori nel clonaggio genico,Nelle fasi del clonaggio genico il gene da clonare può essere amplificato,Il clonaggio genico può essere utilizzato per creare organismi geneticamente modificati (OGM)
Qual è il vantaggio del meccanismo di controcorrente nel rene?,Eliminazione efficiente dei rifiuti,Regolazione dei livelli di glucosio nel sangue,Miglioramento della coagulazione del sangue,Eliminazione di ioni sodio,Eliminazione ioni cloro
Quale è l'ordine corretto delle fasi della formazione dell'urina?,"Filtrazione, riassorbimento e secrezione","Filtrazione, secrezione e riassorbimento","Riassorbimento, filtrazione e secrezione","Secrezione, filtrazione e riassorbimento",Secrezione riassorbimento e filtrazione
Quale delle seguenti affermazioni sull'epistasi è vera?,L'epistasi può dare origine a nuovi fenotipi non osservati nella generazione parentale,L'epistasi comporta sempre solo l'interazione di due geni,L'epistasi si osserva solo nell'uomo,L'epistasi è un tipo di mutazione genica,L'epistasi è una mutazione proteomica
Quale tipo di mutazione genetica coinvolge la perdita di uno o più nucleotidi nel DNA?,Delezione,Sostituzione,Inserzione,Duplicazione,Ricombinazione
Che dimensioni ha un ovulo umano?,100 - 150 μm,100 - 150 mm,50 - 70 μm,50 - 70 mm,20 - 30 μm
Quante fasi ci sono nel processo di trascrizione eucariota?,3,4,2,1,5
La colonna vertebrale è composta da un totale di quante vertebre nell’uomo?,33,13,45,22,63
Quale frase è corretta riguardo alla funzione della membrana cellulare negli eucarioti?,Regola lo scambio di sostanze con l’ambiente esterno,Produce ATP,Contiene il materiale genetico,Sintetizza le proteine,Partecipa alla duplicazione del DNA negli eucarioti
"I caratteri recessivi X-linked si osservano più comunemente nei maschi.
Perché?",I maschi hanno solo un cromosoma X,I maschi hanno due cromosomi X,Le femmine hanno due cromosomi Y,Le femmine hanno due copie dell'allele recessivo,Le femmine hanno un solo cromosoma X
"Quale, tra le seguenti strutture genomiche ha la capacità di spostarsi da un punto all'altro del genoma?",Trasposoni,Telomeri,Alleli,Cromatina,Loops di DNA
I caratteri recessivi X-linked si osservano più comunemente:,nei maschi,nelle femmine,sia nei maschi sia nelle femmine in misura uguale,solo in alcuni gruppi etnici,solo in popolazioni asiatiche
"Se un individuo affetto da un disturbo autosomico dominante ha un figlio con un individuo non affetto, qual è la probabilità che il figlio sia affetto?",0.5,0,0.25,0.75,1
Quanti sono i principali punti di controllo del ciclo cellulare?,3,4,2,6,5
I caratteri recessivi X-linked possono sembrare saltare le generazioni perché:,i caratteri possono essere mascherati da alleli dominanti,i caratteri sono più comuni nei maschi,i caratteri sono più comuni nelle femmine,i caratteri sono letali nei maschi,i caratteri sono letali nelle femmine
L'epistasi si riferisce a un fenomeno genetico in cui:,due geni interagiscono per produrre un fenotipo diverso da quello che ci si aspetterebbe in base ai loro effetti individuali,due geni si trovano sullo stesso cromosoma,due geni sono ereditati indipendentemente,due geni presentano codominanza,due geni sono complementari
Come viene definito quel processo che coinvolge il trasferimento di materiale genetico da una cellula batterica all'altra tramite virus batteriofagi?,Trasduzione batterica,Coniugazione batterica,Trasformazione batterica,Trasmissione verticale,Scissione binaria
I recettori sensoriali presenti nel derma responsabili del rilevamento di stimoli vibratori e pressori sono detti:,corpuscoli di Pacini,recettori di Merkel,corpuscoli di Ruffini,corpuscoli di Meissner,terminazioni nervose libere
Quale delle seguenti affermazioni sulla pleura è FALSA?,Ha normalmente una struttura ruvida e rigida,È una membrana sierosa,È formata da un foglietto parietale e uno viscerale,Consente l'espansione dei polmoni durante la fase di inspirazione dell'aria,Rientra nella categoria dei mesoteli
Qual è il termine corretto per indicare il metodo classico utilizzato per determinare la sequenza nucleotidica di un tratto di DNA?,Metodo Sanger,PCR,RFLP,CRISPR,RT-PCR
A partire dalla testa ai piedi quale è il corretto ordine delle aree vertebrali?,"Cervicali, toraciche, lombari, sacrali e caudali","Cervicali, lombari, toraciche, sacrali e caudali","Cervicali, caudali, lombari, sacrali e toraciche","Caudali,cervicali, toraciche, lombari e sacrali","Caudali, sacrali, lombari, toraciche e cervicali"
Quale frase è corretta riguardo alla ghiandola pineale?,"Produce la melatonina, che regola i cicli sonno-veglia",Regola la risposta dell'organismo allo stress,È responsabile della produzione di insulina,Controlla il bilancio idrico dell'organismo,Produce l'ormone MSH
L'endoderma è il foglietto embrionale più interno e darà origine:,agli organi interni,alla pelle,al sistema nervoso,allo scheletro,ai muscoli
"L'AIDS è una patologia che intacca il nostro sistema immunitario, quale tra i seguenti i virus è il responsabile?",HIV,HSV,HPV,HHV-6,Morbillo
Qual è l'obiettivo principale della tecnica del Northern blotting?,Rilevare mRNA,Rilevare proteine,Rilevare DNA,Rilevare lipidi,Rilevare carboidrati
Quale frase è corretta per quanto riguarda la funzione degli enzimi?,Catalizzano le reazioni chimiche nelle cellule,Sono molecole di immagazzinamento dell'energia,Sono coinvolti nella comunicazione cellulare,Sono componenti strutturali delle membrane cellulari,Resistono sempre al calore
Quante conformazioni di DNA a doppia elica possono esistere?,3,una sola,2,4,5
"A partire dall'orifizio pilorico, come si suddivide l'intestino tenue?","Duodeno, digiuno e ileo","Ileo, digiuno e duodeno","Digiuno, ileo e duodeno","Digiuno, duodeno e ileo","Duodeno, ileo e digiuno"
La legge di Mendel dell'assortimento indipendente afferma che:,i geni situati su cromosomi diversi segregano indipendentemente durante la formazione dei gameti.,i geni situati su cromosomi diversi sono sempre ereditati insieme,i geni situati su cromosomi diversi segregano dipendentemente durante la formazione dei gameti,i geni situati su cromosomi diversi segregano indipendentemente durante la mitosi,i geni situati su cromosomi sessuali sono sempre ereditati insieme
Quale dei seguenti ormoni collabora con il paratormone e ha effetto ipocalcemizzante?,Calcitonina,Adrenalina,Ossitocina,Melatonina,Insulina
"Se due geni si trovano sullo stesso cromosoma ma sono molto distanti, qual è la probabilità che si verifichi una ricombinazione tra loro durante il crossing over?",Molto alta,Molto bassa,Mediamente bassa,Mediamente alta,Nessuna delle altre alternative è corretta
Quale frase è corretta riguardo alla funzione dei ribosomi?,Sono coinvolti nella sintesi proteica,Producono ATP,Immagazzinano informazioni genetiche,Sintetizzano i lipidi,Sintetizzano carboidrati
Quale frase NON è corretta per quanto riguarda la sintesi proteica?,La sintesi proteica avviene nel nucleo delle cellule eucariotiche,Comporta due fasi principali: la trascrizione e la traduzione,La trascrizione produce l'mRNA a partire dal DNA,I ribosomi sono le strutture cellulari in cui avviene la traduzione,Negli eucarioti l'mRNA appena trascritto subisce lo splicing
Quali di queste molecole trasporta gli amminoacidi al ribosoma durante la sintesi proteica?,RNA transfer (tRNA),RNA interferente (siRNA),RNA ribosomiale (rRNA),RNA nucleare lungo non codificante (lncRNA),RNA messaggero (mRNA)
"L'emofilia è un esempio di disturbo recessivo X-linked. Se una femmina portatrice (eterozigote per l'allele dell'emofilia) ha un figlio con un maschio non affetto, qual è la probabilità che il figlio abbia l'emofilia?",0.5,0,0.25,0.75,1
Qual è la coppia cromosomica sessuale tipica per gli individui di sesso maschile?,XY,XX,YY,XXY,XYY
